"ID";"LibraryName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geoData";
"77";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Детская библиотека №43 Культурный центр Виктора Юзефовича Драгунского";"Северный административный округ";"Хорошёвский район";"город Москва, улица Куусинена, дом 17, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.785655";"37.511751";"880036071";"{type=Point, coordinates=[37.511751, 55.785655]}";
"78";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №246";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Маршала Конева, дом 16";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795459";"37.484622";"880036073";"{type=Point, coordinates=[37.484622, 55.795459]}";
"79";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Детская библиотека №154";"Южный административный округ";"район Царицыно";"город Москва, улица Медиков, дом 22, корпус 3";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.631717";"37.677858";"880036076";"{type=Point, coordinates=[37.677858, 55.631717]}";
"80";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №3 имени Николая Александровича Добролюбова";"Центральный административный округ";"район Арбат";"город Москва, улица Новый Арбат, дом 30/9";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.752891";"37.582179";"880036078";"{type=Point, coordinates=[37.582179, 55.752891]}";
"81";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №188";"Юго-Западный административный округ";"Обручевский район";"город Москва, улица Обручева, дом 24";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.657321";"37.518282";"880036080";"{type=Point, coordinates=[37.518282, 55.657321]}";
"82";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №191";"Юго-Западный административный округ";"район Черёмушки";"город Москва, улица Обручева, дом 51";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.651374";"37.559290";"880036082";"{type=Point, coordinates=[37.55929, 55.651374]}";
"83";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №240";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, улица Паршина, дом 33";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.788793";"37.455534";"880036084";"{type=Point, coordinates=[37.455534, 55.788793]}";
"84";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №129";"Юго-Восточный административный округ";"район Марьино";"город Москва, улица Перерва, дом 56/2";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.657845";"37.747729";"880036086";"{type=Point, coordinates=[37.747729, 55.657845]}";
"85";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №175";"Юго-Западный административный округ";"район Котловка";"город Москва, улица Ремизова, дом 10";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.676220";"37.600657";"880036088";"{type=Point, coordinates=[37.600657, 55.67622]}";
"86";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №231 имени Николая Алексеевича Островского";"Северо-Западный административный округ";"район Южное Тушино";"город Москва, улица Свободы, дом 45, строение 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.846234";"37.453199";"880036090";"{type=Point, coordinates=[37.453199, 55.846234]}";
"87";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №32";"Северный административный округ";"район Аэропорт";"город Москва, улица Степана Супруна, дом 12, корпус 3";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.797468";"37.545536";"880036092";"{type=Point, coordinates=[37.545536, 55.797468]}";
"88";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №121";"Юго-Восточный административный округ";"Южнопортовый район";"город Москва, улица Трофимова, дом 15";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.703155";"37.672792";"880036098";"{type=Point, coordinates=[37.672792, 55.703155]}";
"89";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №215";"Западный административный округ";"район Проспект Вернадского";"город Москва, улица Удальцова, дом 26, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.681052";"37.494818";"880036099";"{type=Point, coordinates=[37.494818, 55.681052]}";
"90";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №42 имени Андрея Платоновича Платонова";"Северный административный округ";"район Аэропорт";"город Москва, улица Усиевича, дом 16";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.806737";"37.524336";"880036101";"{type=Point, coordinates=[37.524336, 55.806737]}";
"91";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №127";"Юго-Восточный административный округ";"район Текстильщики";"город Москва, улица Чистова, дом 15/15";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.697275";"37.744900";"880036103";"{type=Point, coordinates=[37.7449, 55.697275]}";
"92";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №164 «Просвещение трудящихся»";"Южный административный округ";"Донской район";"город Москва, улица Шаболовка, дом 36";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.717543";"37.608005";"880036104";"{type=Point, coordinates=[37.608005, 55.717543]}";
"93";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №120";"Юго-Восточный административный округ";"район Лефортово";"город Москва, Ухтомская улица, дом 21";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.767423";"37.715668";"880036141";"{type=Point, coordinates=[37.715668, 55.767423]}";
"94";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №44 имени Владимира Галактионовича Короленко";"Северный административный округ";"Головинский район";"город Москва, Фестивальная улица, дом 46, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.862676";"37.512955";"880036143";"{type=Point, coordinates=[37.512955, 55.862676]}";
"95";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Центральная библиотека №70 имени Михаила Александровича Шолохова";"Восточный административный округ";"район Преображенское";"город Москва, Халтуринская улица, дом 18";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.804810";"37.726313";"880036145";"{type=Point, coordinates=[37.726313, 55.80481]}";
"96";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №168";"Юго-Западный административный округ";"район Зюзино";"город Москва, Херсонская улица, дом 1";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.649632";"37.576834";"880036146";"{type=Point, coordinates=[37.576834, 55.649632]}";
"97";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Центральная детская библиотека №226";"Северо-Западный административный округ";"район Северное Тушино";"город Москва, Химкинский бульвар, дом 16, корпус 1";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.851965";"37.443030";"880036148";"{type=Point, coordinates=[37.44303, 55.851965]}";
"98";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №151";"Южный административный округ";"район Чертаново Центральное";"город Москва, Чертановская улица, дом 27, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.616554";"37.598923";"880036149";"{type=Point, coordinates=[37.598923, 55.616554]}";
"99";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №19 имени Федора Михайловича Достоевского";"Центральный административный округ";"Басманный район";"город Москва, Чистопрудный бульвар, дом 23, строение 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.760276";"37.646804";"880036151";"{type=Point, coordinates=[37.646804, 55.760276]}";
"100";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №148 имени Федора Ивановича Тютчева";"Южный административный округ";"Нагорный район";"город Москва, Чонгарский бульвар, дом 10, корпус 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.654157";"37.613512";"880036152";"{type=Point, coordinates=[37.613512, 55.654157]}";
"101";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЦАО» Библиотека №11 имени Дениса Васильевича Давыдова Отдел «Центр детского развития»";"Центральный административный округ";"Пресненский район";"город Москва, Шмитовский проезд, дом 46, корпус 2";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.756108";"37.520015";"880036157";"{type=Point, coordinates=[37.520015, 55.756108]}";
"102";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №132";"Юго-Восточный административный округ";"район Печатники";"город Москва, Шоссейная улица, дом 50";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.679377";"37.721858";"880036158";"{type=Point, coordinates=[37.721858, 55.679377]}";
"103";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Детская библиотека №156";"Южный административный округ";"район Орехово-Борисово Северное";"город Москва, Домодедовская улица, дом 1, корпус 1";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.616209";"37.706452";"880036159";"{type=Point, coordinates=[37.706452, 55.616209]}";
"104";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №157";"Южный административный округ";"район Чертаново Южное";"город Москва, улица Газопровод, дом 9, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.589982";"37.607341";"880036160";"{type=Point, coordinates=[37.607341, 55.589982]}";
"105";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №159";"Южный административный округ";"район Нагатино-Садовники";"город Москва, Нагатинская улица, дом 11, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.680194";"37.639312";"880036161";"{type=Point, coordinates=[37.639312, 55.680194]}";
"106";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №162 имени Константина Михайловича Симонова";"Южный административный округ";"район Нагатинский Затон";"город Москва, Якорная улица, дом 5, корпус 2";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.686716";"37.686347";"894811667";"{type=Point, coordinates=[37.686347, 55.686716]}";
"107";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №165";"Южный административный округ";"район Нагатино-Садовники";"город Москва, Нагатинская набережная, дом 20, корпус 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.681443";"37.655499";"894811669";"{type=Point, coordinates=[37.655499, 55.681443]}";
"108";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮАО» Библиотека №165";"Южный административный округ";"район Нагатинский Затон";"город Москва, проспект Андропова, дом 17, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.682676";"37.667070";"894811671";"{type=Point, coordinates=[37.66707, 55.682676]}";
"109";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №121";"Юго-Восточный административный округ";"Южнопортовый район";"город Москва, улица Петра Романова, дом 6";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.708308";"37.680670";"894811675";"{type=Point, coordinates=[37.68067, 55.708308]}";
"110";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №125";"Юго-Восточный административный округ";"район Лефортово";"город Москва, Сторожевая улица, дом 22, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.765595";"37.711536";"894811677";"{type=Point, coordinates=[37.711536, 55.765595]}";
"111";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №131";"Юго-Восточный административный округ";"район Марьино";"город Москва, Братиславская улица, дом 26";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.654310";"37.763728";"894811679";"{type=Point, coordinates=[37.763728, 55.65431]}";
"112";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮВАО» Библиотека №132";"Юго-Восточный административный округ";"район Марьино";"город Москва, Братиславская улица, дом 19, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.657768";"37.761438";"894811681";"{type=Point, coordinates=[37.761438, 55.657768]}";
"113";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Детская библиотека №71";"Восточный административный округ";"район Гольяново";"город Москва, Байкальская улица, дом 46, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.816960";"37.819343";"894811684";"{type=Point, coordinates=[37.819343, 55.81696]}";
"114";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №72";"Восточный административный округ";"район Гольяново";"город Москва, Уссурийская улица, дом 9";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.823975";"37.819073";"894811686";"{type=Point, coordinates=[37.819073, 55.823975]}";
"115";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №79 имени Бориса Андреевича Лавренева";"Восточный административный округ";"район Восточное Измайлово";"город Москва, Средняя Первомайская улица, дом 23";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795312";"37.811492";"894811688";"{type=Point, coordinates=[37.811492, 55.795312]}";
"116";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №80";"Восточный административный округ";"район Ивановское";"город Москва, Челябинская улица, дом 24, корпус 3А";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.779241";"37.837327";"894811692";"{type=Point, coordinates=[37.837327, 55.779241]}";
"117";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №82";"Восточный административный округ";"район Измайлово";"город Москва, 4-я Парковая улица, дом 12, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.790965";"37.786249";"894811693";"{type=Point, coordinates=[37.786249, 55.790965]}";
"118";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №85";"Восточный административный округ";"район Измайлово";"город Москва, 3-я Парковая улица, дом 26/2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795757";"37.782898";"894811676";"{type=Point, coordinates=[37.782898, 55.795757]}";
"119";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №93 имени Александра Александровича Блока";"Восточный административный округ";"район Ивановское";"город Москва, улица Сталеваров, дом 14, корпус 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757344";"37.839377";"894811678";"{type=Point, coordinates=[37.839377, 55.757344]}";
"120";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Библиотека №97";"Восточный административный округ";"район Новокосино";"город Москва, Новокосинская улица, дом 15, корпус 3";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.737902";"37.853811";"894811680";"{type=Point, coordinates=[37.853811, 55.737902]}";
"121";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ВАО» Детская библиотека №99";"Восточный административный округ";"район Новокосино";"город Москва, Суздальская улица, дом 38, корпус 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.745498";"37.872730";"894811682";"{type=Point, coordinates=[37.87273, 55.745498]}";
"122";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №204 Центр культурного наследия Николая Степановича Гумилева";"Западный административный округ";"район Фили-Давыдково";"город Москва, Кременчугская улица, дом 22";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.718010";"37.461337";"894811683";"{type=Point, coordinates=[37.461337, 55.71801]}";
"123";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №216";"Западный административный округ";"район Раменки";"город Москва, улица Лобачевского, дом 100";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.684772";"37.481702";"894811685";"{type=Point, coordinates=[37.481702, 55.684772]}";
"124";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №220";"Западный административный округ";"район Очаково-Матвеевское";"город Москва, улица Наташи Ковшовой, дом 7/1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.683539";"37.453944";"894811687";"{type=Point, coordinates=[37.453944, 55.683539]}";
"125";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №221 имени Роберта Ивановича Рождественского";"Западный административный округ";"район Солнцево";"город Москва, Боровский проезд, дом 6";"1";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.655234";"37.390460";"894811689";"{type=Point, coordinates=[37.39046, 55.655234]}";
"126";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №222";"Западный административный округ";"район Солнцево";"город Москва, улица Богданова, дом 14";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.657337";"37.407843";"894811918";"{type=Point, coordinates=[37.407843, 55.657337]}";
"127";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №223";"Западный административный округ";"район Ново-Переделкино";"город Москва, Боровское шоссе, дом 46";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.636524";"37.348392";"894811694";"{type=Point, coordinates=[37.348392, 55.636524]}";
"128";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЗАО» Библиотека №223";"Западный административный округ";"район Ново-Переделкино";"город Москва, Новопеределкинская улица, дом 8";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.640375";"37.369188";"894811695";"{type=Point, coordinates=[37.369188, 55.640375]}";
"129";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СВАО» Библиотека №50";"Северо-Восточный административный округ";"район Марьина Роща";"город Москва, Шереметьевская улица, дом 9, корпус 1";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795793";"37.615389";"894811592";"{type=Point, coordinates=[37.615389, 55.795793]}";
"130";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система Новомосковская» Библиотека №257";"Новомосковский административный округ";"поселение ""Мосрентген""";"город Москва, поселение ""Мосрентген"", посёлок Завода Мосрентген, дом 19";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.622731";"37.472342";"894811594";"{type=Point, coordinates=[37.472342, 55.622731]}";
"131";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система Новомосковская» Библиотека №258";"Новомосковский административный округ";"поселение Воскресенское";"город Москва, поселение Воскресенское, посёлок Воскресенское, дом 39";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.531642";"37.446731";"894811596";"{type=Point, coordinates=[37.446731, 55.531642]}";
"132";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №171";"Юго-Западный административный округ";"район Ясенево";"город Москва, Тарусская улица, дом 14, корпус 2";"13";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.604463";"37.530301";"894811599";"{type=Point, coordinates=[37.530301, 55.604463]}";
"133";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №171";"Юго-Западный административный округ";"район Ясенево";"город Москва, улица Паустовского, дом 3";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.600206";"37.542913";"894811602";"{type=Point, coordinates=[37.542913, 55.600206]}";
"134";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №174";"Юго-Западный административный округ";"Ломоносовский район";"город Москва, улица Академика Пилюгина, дом 14, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.669940";"37.536032";"894811605";"{type=Point, coordinates=[37.536032, 55.66994]}";
"135";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №183 имени Данте Алигьери";"Юго-Западный административный округ";"Гагаринский район";"город Москва, Университетский проспект, дом 4";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.697067";"37.553810";"894811607";"{type=Point, coordinates=[37.55381, 55.697067]}";
"136";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №185";"Юго-Западный административный округ";"район Котловка";"город Москва, Нагорный бульвар, дом 3";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.674707";"37.592976";"894811609";"{type=Point, coordinates=[37.592976, 55.674707]}";
"137";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №186 имени Сергея Александровича Есенина";"Юго-Западный административный округ";"Академический район";"город Москва, улица Кржижановского, дом 15, корпус 5";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.680458";"37.572603";"894811590";"{type=Point, coordinates=[37.572603, 55.680458]}";
"138";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №189 «Патриот»";"Юго-Западный административный округ";"район Южное Бутово";"город Москва, улица Брусилова, дом 27";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.500580";"37.592393";"894811591";"{type=Point, coordinates=[37.592393, 55.50058]}";
"139";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №190";"Юго-Западный административный округ";"район Коньково";"город Москва, улица Миклухо-Маклая, дом 40, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.638729";"37.538494";"894811593";"{type=Point, coordinates=[37.538494, 55.638729]}";
"140";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система ЮЗАО» Библиотека №196";"Юго-Западный административный округ";"район Зюзино";"город Москва, Симферопольский бульвар, дом 24, корпус 1";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.645812";"37.603262";"894811595";"{type=Point, coordinates=[37.603262, 55.645812]}";
"141";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №227";"Северо-Западный административный округ";"район Северное Тушино";"город Москва, улица Героев Панфиловцев, дом 12, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.858771";"37.429672";"894811597";"{type=Point, coordinates=[37.429672, 55.858771]}";
"142";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №232";"Северо-Западный административный округ";"район Покровское-Стрешнево";"город Москва, 2-й Тушинский проезд, дом 8";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.835174";"37.418973";"894811601";"{type=Point, coordinates=[37.418973, 55.835174]}";
"143";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №235";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, улица Демьяна Бедного, дом 16";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.776725";"37.488763";"894811604";"{type=Point, coordinates=[37.488763, 55.776725]}";
"144";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Детская библиотека №238";"Северо-Западный административный округ";"район Митино";"город Москва, улица Барышиха, дом 21";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.844834";"37.347494";"894811606";"{type=Point, coordinates=[37.347494, 55.844834]}";
"145";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №244";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Народного Ополчения, дом 37, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.790570";"37.487748";"894811608";"{type=Point, coordinates=[37.487748, 55.79057]}";
"146";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №248";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Маршала Катукова, дом 19, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.807946";"37.410151";"894811610";"{type=Point, coordinates=[37.410151, 55.807946]}";
"147";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №248";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Маршала Катукова, дом 11, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.811346";"37.405247";"894811611";"{type=Point, coordinates=[37.405247, 55.811346]}";
"148";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система СЗАО» Библиотека №248";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Твардовского, дом 21, корпус 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.795798";"37.403414";"894811612";"{type=Point, coordinates=[37.403414, 55.795798]}";
"149";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №21";"Северный административный округ";"Войковский район";"город Москва, улица Космонавта Волкова, дом 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.815822";"37.505921";"894811613";"{type=Point, coordinates=[37.505921, 55.815822]}";
"150";"Государственное бюджетное учреждение культуры города Москвы «Централизованная библиотечная система САО» Библиотека №23";"Северный административный округ";"Тимирязевский район";"город Москва, Астрадамская улица, дом 4";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.811730";"37.565946";"894811615";"{type=Point, coordinates=[37.565946, 55.81173]}";
