"ID";"CulturalCenterName";"AdmArea";"District";"Address";"NumberOfAccessPoints";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Latitude_WGS84";"Longitude_WGS84";"global_id";"geoData";
"84";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Солнцево»";"Западный административный округ";"район Солнцево";"город Москва, улица Авиаторов, дом 16, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.645857";"37.399875";"879894891";"{type=Point, coordinates=[37.399875, 55.645857]}";
"85";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и досуга «Лира»";"Юго-Западный административный округ";"район Южное Бутово";"город Москва, бульвар Адмирала Ушакова, дом 12";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.547810";"37.550298";"879812822";"{type=Point, coordinates=[37.550298, 55.54781]}";
"86";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Кунцево»";"Западный административный округ";"Можайский район";"город Москва, Беловежская улица, дом 39, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.710666";"37.391987";"879894910";"{type=Point, coordinates=[37.391987, 55.710666]}";
"87";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Солнцево»";"Западный административный округ";"район Солнцево";"город Москва, улица Богданова, дом 50";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.650434";"37.394422";"879812825";"{type=Point, coordinates=[37.394422, 55.650434]}";
"88";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Зодчие»";"Западный административный округ";"район Кунцево";"город Москва, улица Боженко, дом 14, корпус 4";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.732671";"37.407780";"879812826";"{type=Point, coordinates=[37.40778, 55.732671]}";
"89";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры «Гармония»";"Северный административный округ";"район Коптево";"город Москва, Большая Академическая улица, дом 35";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.831357";"37.530939";"879894944";"{type=Point, coordinates=[37.530939, 55.831357]}";
"90";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Культурный центр»";"Северо-Восточный административный округ";"Останкинский район";"город Москва, Большая Марьинская улица, дом 15, корпус 2, строение 2";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.808047";"37.633302";"879894956";"{type=Point, coordinates=[37.633302, 55.808047]}";
"91";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Орехово»";"Южный административный округ";"район Орехово-Борисово Северное";"город Москва, Борисовский проезд, дом 22, корпус 1, строение 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.624190";"37.725801";"879894968";"{type=Point, coordinates=[37.725801, 55.62419]}";
"92";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «НовоПеределкино»";"Западный административный округ";"район Ново-Переделкино";"город Москва, Боровское шоссе, дом 33, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.640909";"37.361570";"879894980";"{type=Point, coordinates=[37.36157, 55.640909]}";
"93";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «НовоПеределкино»";"Западный административный округ";"район Ново-Переделкино";"город Москва, Боровское шоссе, дом 40";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.638104";"37.350602";"879894989";"{type=Point, coordinates=[37.350602, 55.638104]}";
"94";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Братеево»";"Южный административный округ";"район Братеево";"город Москва, Братеевская улица, дом 16, корпус 3";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.633399";"37.766747";"879895000";"{type=Point, coordinates=[37.766747, 55.633399]}";
"95";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и досуга «Лира»";"Юго-Западный административный округ";"район Южное Бутово";"город Москва, улица Брусилова, дом 15, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.502416";"37.580436";"879895006";"{type=Point, coordinates=[37.580436, 55.502416]}";
"96";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и спорта»";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Булатниковская улица, дом 9Б";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.579297";"37.647459";"879894979";"{type=Point, coordinates=[37.647459, 55.579297]}";
"97";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Рублево»";"Западный административный округ";"район Кунцево";"город Москва, улица Василия Ботылёва, дом 43";"21";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.790124";"37.353531";"879894990";"{type=Point, coordinates=[37.353531, 55.790124]}";
"98";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Планета»";"Западный административный округ";"район Очаково-Матвеевское";"город Москва, Веерная улица, дом 12, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.710915";"37.485843";"879894999";"{type=Point, coordinates=[37.485843, 55.710915]}";
"99";"Государственное бюджетное учреждение культуры города Москвы «Дворец культуры имени Ивана Михайловича Астахова»";"Юго-Восточный административный округ";"район Марьино";"город Москва, улица Верхние Поля, дом 38, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.666741";"37.771633";"879812797";"{type=Point, coordinates=[37.771633, 55.666741]}";
"100";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «На Вешняковской»";"Восточный административный округ";"район Вешняки";"город Москва, Вешняковская улица, дом 12Д";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.734755";"37.822047";"879895016";"{type=Point, coordinates=[37.822047, 55.734755]}";
"101";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Стимул»";"Центральный административный округ";"Таганский район";"город Москва, Волгоградский проспект, дом 7";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.731516";"37.674040";"879812803";"{type=Point, coordinates=[37.67404, 55.731516]}";
"102";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Заречье»";"Юго-Восточный административный округ";"район Некрасовка";"город Москва, 1-я Вольская улица, дом 11";"9";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.683777";"37.922407";"879897950";"{type=Point, coordinates=[37.922407, 55.683777]}";
"103";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Маяк»";"Южный административный округ";"район Чертаново Южное";"город Москва, улица Газопровод, дом 9А";"14";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.591025";"37.606846";"879897958";"{type=Point, coordinates=[37.606846, 55.591025]}";
"104";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Авангард»";"Южный административный округ";"район Орехово-Борисово Южное";"город Москва, улица Генерала Белова, дом 18";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.609039";"37.721004";"879812810";"{type=Point, coordinates=[37.721004, 55.609039]}";
"105";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Аструм»";"Западный административный округ";"район Дорогомилово";"город Москва, улица Генерала Ермолова, дом 6";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.737557";"37.516368";"879897966";"{type=Point, coordinates=[37.516368, 55.737557]}";
"106";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Солнцево»";"Западный административный округ";"район Солнцево";"город Москва, улица Главмосстроя, дом 9";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.655701";"37.406010";"879897974";"{type=Point, coordinates=[37.40601, 55.655701]}";
"107";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Аструм»";"Западный административный округ";"район Дорогомилово";"город Москва, улица Дениса Давыдова, дом 3";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.739052";"37.519755";"879812817";"{type=Point, coordinates=[37.519755, 55.739052]}";
"108";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры «Гармония»";"Северный административный округ";"Тимирязевский район";"город Москва, Дмитровское шоссе, дом 25, корпус 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.825108";"37.571228";"879897991";"{type=Point, coordinates=[37.571228, 55.825108]}";
"109";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и творчества «Нега»";"Северный административный округ";"Тимирязевский район";"город Москва, Дмитровское шоссе, дом 33, строение 5";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.828319";"37.567869";"879897998";"{type=Point, coordinates=[37.567869, 55.828319]}";
"110";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Феникс»";"Северо-Западный административный округ";"район Щукино";"город Москва, Живописная улица, дом 30, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.792048";"37.455696";"879812823";"{type=Point, coordinates=[37.455696, 55.792048]}";
"111";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Загорье»";"Южный административный округ";"район Бирюлёво Восточное";"город Москва, Загорьевская улица, дом 1, корпус 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.581668";"37.673969";"879812972";"{type=Point, coordinates=[37.673969, 55.581668]}";
"112";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «На Вешняковской»";"Восточный административный округ";"район Восточный";"город Москва, Западная улица, дом 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.819535";"37.858680";"879812974";"{type=Point, coordinates=[37.85868, 55.819535]}";
"113";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Товарищ»";"Северо-Восточный административный округ";"район Северное Медведково";"город Москва, Заревый проезд, дом 12";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.886488";"37.656829";"879812976";"{type=Point, coordinates=[37.656829, 55.886488]}";
"114";"Государственное автономное учреждение культуры города Москвы «Культурный центр «Зеленоград»";"Зеленоградский административный округ";"район Силино";"город Москва, город Зеленоград, корпус 1013А";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.989376";"37.170741";"879898036";"{type=Point, coordinates=[37.170741, 55.989376]}";
"115";"Государственное автономное учреждение культуры города Москвы «Культурный центр «Зеленоград»";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1410";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.986485";"37.146675";"879812978";"{type=Point, coordinates=[37.146675, 55.986485]}";
"116";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Доброволец»";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1414";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.987170";"37.149748";"879898054";"{type=Point, coordinates=[37.149748, 55.98717]}";
"117";"Государственное автономное учреждение культуры города Москвы «Культурный центр «Зеленоград»";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1432";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.989169";"37.154554";"879898062";"{type=Point, coordinates=[37.154554, 55.989169]}";
"118";"Государственное автономное учреждение культуры города Москвы «Культурный центр «Зеленоград»";"Зеленоградский административный округ";"район Крюково";"город Москва, город Зеленоград, корпус 1444";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.986072";"37.151446";"879898070";"{type=Point, coordinates=[37.151446, 55.986072]}";
"119";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Доброволец»";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 514А";"7";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.998237";"37.234791";"879898073";"{type=Point, coordinates=[37.234791, 55.998237]}";
"120";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Доброволец»";"Зеленоградский административный округ";"район Савёлки";"город Москва, город Зеленоград, корпус 705";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.985871";"37.235106";"879812983";"{type=Point, coordinates=[37.235106, 55.985871]}";
"121";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Огонёк»";"Северный административный округ";"район Ховрино";"город Москва, Зеленоградская улица, дом 33А";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.875642";"37.491647";"879897695";"{type=Point, coordinates=[37.491647, 55.875642]}";
"122";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Гайдаровец»";"Центральный административный округ";"Басманный район";"город Москва, улица Земляной Вал, дом 24/32";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757896";"37.656119";"879897702";"{type=Point, coordinates=[37.656119, 55.757896]}";
"123";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Гайдаровец»";"Центральный административный округ";"Басманный район";"город Москва, улица Земляной Вал, дом 27, строение 3";"10";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.759147";"37.658814";"879897712";"{type=Point, coordinates=[37.658814, 55.759147]}";
"124";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Спутник»";"Юго-Восточный административный округ";"Рязанский район";"город Москва, 3-я Институтская улица, дом 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.720662";"37.781775";"879812988";"{type=Point, coordinates=[37.781775, 55.720662]}";
"125";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Загорье»";"Южный административный округ";"район Москворечье-Сабурово";"город Москва, Кантемировская улица, дом 4, корпус 2";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.638069";"37.681101";"879812989";"{type=Point, coordinates=[37.681101, 55.638069]}";
"126";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Капотня»";"Юго-Восточный административный округ";"район Капотня";"город Москва, 2-й квартал Капотня, дом 20А";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.638094";"37.799113";"879897728";"{type=Point, coordinates=[37.799113, 55.638094]}";
"127";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Феникс»";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, Карамышевская набережная, дом 6";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.770679";"37.484199";"879812991";"{type=Point, coordinates=[37.484199, 55.770679]}";
"128";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Аструм»";"Западный административный округ";"район Филёвский Парк";"город Москва, Кастанаевская улица, дом 4";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.741095";"37.498510";"879897746";"{type=Point, coordinates=[37.49851, 55.741095]}";
"129";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Гармония»";"Южный административный округ";"район Чертаново Южное";"город Москва, Кировоградская улица, дом 44Б";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.597297";"37.594935";"879812993";"{type=Point, coordinates=[37.594935, 55.597297]}";
"130";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Смена»";"Северо-Восточный административный округ";"район Бибирево";"город Москва, улица Корнейчука, дом 38Б";"13";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.897367";"37.626969";"879812994";"{type=Point, coordinates=[37.626969, 55.897367]}";
"131";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и спорта»";"Южный административный округ";"район Чертаново Центральное";"город Москва, улица Красного Маяка, дом 13А, корпус 7";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.609365";"37.584146";"879897769";"{type=Point, coordinates=[37.584146, 55.609365]}";
"132";"Государственное бюджетное учреждение культуры города Москвы «Дворец культуры имени Ивана Михайловича Астахова»";"Юго-Восточный административный округ";"район Люблино";"город Москва, Краснодарская улица, дом 21";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.677890";"37.750415";"879812898";"{type=Point, coordinates=[37.750415, 55.67789]}";
"133";"Государственное бюджетное учреждение культуры города Москвы «Московский продюсерский центр»";"Южный административный округ";"Нагорный район";"город Москва, Криворожская улица, дом 25А";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.669041";"37.608472";"879812901";"{type=Point, coordinates=[37.608472, 55.669041]}";
"134";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Кунцево»";"Западный административный округ";"район Крылатское";"город Москва, улица Крылатские Холмы, дом 49";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.764014";"37.412981";"879897795";"{type=Point, coordinates=[37.412981, 55.764014]}";
"135";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Рублево»";"Западный административный округ";"район Кунцево";"город Москва, Кунцевская улица, дом 13/6";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.730390";"37.413430";"879897810";"{type=Point, coordinates=[37.41343, 55.73039]}";
"136";"Государственное бюджетное учреждение культуры города Москвы «Государственный музей культурный центр «Интеграция» имени Николая Алексеевича Островского»";"Восточный административный округ";"район Перово";"город Москва, улица Лазо, дом 12";"16";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.743005";"37.771400";"879897818";"{type=Point, coordinates=[37.7714, 55.743005]}";
"137";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Лидер»";"Юго-Восточный административный округ";"район Выхино-Жулебино";"город Москва, Лермонтовский проспект, дом 2, корпус 2";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.703175";"37.844738";"879812908";"{type=Point, coordinates=[37.844738, 55.703175]}";
"138";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Вдохновение»";"Юго-Западный административный округ";"район Ясенево";"город Москва, Литовский бульвар, дом 7";"25";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.613768";"37.538799";"879812910";"{type=Point, coordinates=[37.538799, 55.613768]}";
"139";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «НовоПеределкино»";"Западный административный округ";"район Ново-Переделкино";"город Москва, Лукинская улица, дом 1";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.647005";"37.344116";"879897836";"{type=Point, coordinates=[37.344116, 55.647005]}";
"140";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «НовоПеределкино»";"Западный административный округ";"район Ново-Переделкино";"город Москва, Лукинская улица, дом 11";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.642737";"37.33679";"879812914";"{type=Point, coordinates=[37.33679, 55.642737]}";
"141";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Гайдаровец»";"Центральный административный округ";"Басманный район";"город Москва, Лялин переулок, дом 11-13/1, строение 1";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.758980";"37.652571";"879897839";"{type=Point, coordinates=[37.652571, 55.75898]}";
"142";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Перово»";"Восточный административный округ";"район Перово";"город Москва, Мартеновская улица, дом 7";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.757850";"37.805572";"879812919";"{type=Point, coordinates=[37.805572, 55.75785]}";
"143";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Берендей»";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, проспект Маршала Жукова, дом 76";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.779813";"37.451618";"879897841";"{type=Point, coordinates=[37.451618, 55.779813]}";
"144";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Орехово»";"Южный административный округ";"район Орехово-Борисово Северное";"город Москва, улица Маршала Захарова, дом 8, корпус 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.624916";"37.701736";"879812923";"{type=Point, coordinates=[37.701736, 55.624916]}";
"145";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Современник»";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Маршала Катукова, дом 14, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.807936";"37.405597";"879812925";"{type=Point, coordinates=[37.405597, 55.807936]}";
"146";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Современник»";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Маршала Катукова, дом 15, корпус 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.810213";"37.406693";"879812927";"{type=Point, coordinates=[37.406693, 55.810213]}";
"147";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Современник»";"Северо-Западный административный округ";"район Строгино";"город Москва, улица Маршала Катукова, дом 9, корпус 3";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.811831";"37.404591";"879917138";"{type=Point, coordinates=[37.404591, 55.811831]}";
"148";"Государственное бюджетное учреждение культуры города Москвы «Дом Романса»";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Маршала Новикова, дом 11";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.802543";"37.465065";"879897799";"{type=Point, coordinates=[37.465065, 55.802543]}";
"149";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Лицей»";"Восточный административный округ";"район Богородское";"город Москва, бульвар Маршала Рокоссовского, дом 3";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.808933";"37.726116";"879897808";"{type=Point, coordinates=[37.726116, 55.808933]}";
"150";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Феникс»";"Северо-Западный административный округ";"район Щукино";"город Москва, улица Маршала Рыбалко, дом 10";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.798186";"37.489643";"879812897";"{type=Point, coordinates=[37.489643, 55.798186]}";
"151";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Атом»";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, улица Маршала Тухачевского, дом 20, строение 2";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.784840";"37.479600";"879812899";"{type=Point, coordinates=[37.4796, 55.78484]}";
"152";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Восход»";"Северный административный округ";"район Западное Дегунино";"город Москва, улица Маршала Федоренко, дом 2, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.879233";"37.494162";"879812900";"{type=Point, coordinates=[37.494162, 55.879233]}";
"153";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Восход»";"Северный административный округ";"район Западное Дегунино";"город Москва, улица Маршала Федоренко, дом 2, корпус 2";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.879026";"37.494997";"879897837";"{type=Point, coordinates=[37.494997, 55.879026]}";
"154";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и спорта»";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Медынская улица, дом 14, корпус 1";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.583118";"37.646768";"879897838";"{type=Point, coordinates=[37.646768, 55.583118]}";
"155";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Дружба»";"Южный административный округ";"район Бирюлёво Западное";"город Москва, Медынская улица, дом 6А";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.593258";"37.644225";"879897840";"{type=Point, coordinates=[37.644225, 55.593258]}";
"156";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Митино»";"Северо-Западный административный округ";"район Митино";"город Москва, Митинская улица, дом 31, корпус 1";"11";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.846366";"37.355812";"879897842";"{type=Point, coordinates=[37.355812, 55.846366]}";
"157";"Государственное бюджетное учреждение культуры города Москвы «Территориальная клубная система «Кунцево»";"Западный административный округ";"Можайский район";"город Москва, Можайское шоссе, дом 29";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.718775";"37.422710";"879897843";"{type=Point, coordinates=[37.42271, 55.718775]}";
"158";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Берендей»";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, улица Народного Ополчения, дом 12, корпус 4";"5";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.772097";"37.479654";"879897844";"{type=Point, coordinates=[37.479654, 55.772097]}";
"159";"Государственное бюджетное учреждение культуры города Москвы «Дом культуры «Берендей»";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, улица Народного Ополчения, дом 4";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.770157";"37.476429";"879897845";"{type=Point, coordinates=[37.476429, 55.770157]}";
"160";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Современник»";"Северо-Западный административный округ";"район Строгино";"город Москва, Неманский проезд, дом 5, корпус 2";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.814502";"37.394664";"879897846";"{type=Point, coordinates=[37.394664, 55.814502]}";
"161";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Лицей»";"Восточный административный округ";"район Метрогородок";"город Москва, улица Николая Химушина, дом 17, корпус 3";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.824187";"37.764555";"879812920";"{type=Point, coordinates=[37.764555, 55.824187]}";
"162";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и досуга «Парк Новослободский»";"Центральный административный округ";"Тверской район";"город Москва, улица Сущёвский Вал, дом 10А, строение 2";"3";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.790130";"37.594144";"879897847";"{type=Point, coordinates=[37.594144, 55.79013]}";
"163";"Государственное бюджетное учреждение культуры города Москвы «Клуб «Феникс»";"Северо-Западный административный округ";"район Хорошёво-Мнёвники";"город Москва, Новохорошёвский проезд, дом 26";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.777935";"37.491161";"879897848";"{type=Point, coordinates=[37.491161, 55.777935]}";
"164";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и искусства «Меридиан»";"Юго-Западный административный округ";"Обручевский район";"город Москва, улица Обручева, дом 11";"6";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.660022";"37.514993";"879812926";"{type=Point, coordinates=[37.514993, 55.660022]}";
"165";"Государственное бюджетное учреждение культуры города Москвы «Центр искусств и творчества «Марьина Роща»";"Северо-Восточный административный округ";"район Марьина Роща";"город Москва, Октябрьская улица, дом 58";"4";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.794796";"37.613251";"879897849";"{type=Point, coordinates=[37.613251, 55.794796]}";
"166";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры «Сцена»";"Юго-Западный административный округ";"район Коньково";"город Москва, улица Островитянова, дом 15, корпус 1";"2";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.639751";"37.506298";"879897850";"{type=Point, coordinates=[37.506298, 55.639751]}";
"167";"Государственное бюджетное учреждение культуры города Москвы «Центр культуры и досуга «Парк Новослободский»";"Западный административный округ";"район Кунцево";"город Москва, Партизанская улица, дом 23";"12";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.735419";"37.411265";"879812930";"{type=Point, coordinates=[37.411265, 55.735419]}";
"168";"Государственное бюджетное учреждение культуры города Москвы «Культурный центр «Аструм»";"Западный административный округ";"район Дорогомилово";"город Москва, площадь Победы, дом 1, корпус А";"8";"Moscow_WiFi_Free";"50";"действует";"открытая сеть";"";"55.736508";"37.522054";"879897851";"{type=Point, coordinates=[37.522054, 55.736508]}";
