"ID";"global_id";"Name";"AdmArea";"District";"ParkName";"WiFiName";"CoverageArea";"FunctionFlag";"AccessFlag";"Password";"Longitude_WGS84";"Latitude_WGS84";"geoData";
"220";"46813609";"Точка доступа №220";"Северо-Восточный административный округ";"район Лианозово";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.570201";"55.901438";"{type=Point, coordinates=[37.570201, 55.901438]}";
"221";"46813611";"Точка доступа №221";"Северо-Восточный административный округ";"район Лианозово";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.56986";"55.901366";"{type=Point, coordinates=[37.56986, 55.901366]}";
"222";"46813612";"Точка доступа №222";"Северо-Восточный административный округ";"район Лианозово";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.569162";"55.901359";"{type=Point, coordinates=[37.569162, 55.901359]}";
"223";"46813614";"Точка доступа №223";"Северо-Восточный административный округ";"район Лианозово";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.568645";"55.901282";"{type=Point, coordinates=[37.568645, 55.901282]}";
"224";"46813615";"Точка доступа №224";"Северо-Восточный административный округ";"район Лианозово";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.570752";"55.901495";"{type=Point, coordinates=[37.570752, 55.901495]}";
"225";"46813616";"Точка доступа №225";"Северо-Восточный административный округ";"район Лианозово";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.570973";"55.901567";"{type=Point, coordinates=[37.570973, 55.901567]}";
"226";"46813618";"Точка доступа №226";"Северо-Восточный административный округ";"район Лианозово";"Государственное автономное учреждение культуры города Москвы «Лианозовский парк культуры и отдыха»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.568152";"55.900509";"{type=Point, coordinates=[37.568152, 55.900509]}";
"276";"46813644";"Точка доступа №276";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.549249";"55.754631";"{type=Point, coordinates=[37.549249, 55.754631]}";
"277";"46813646";"Точка доступа №277";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.549489";"55.754353";"{type=Point, coordinates=[37.549489, 55.754353]}";
"278";"46813648";"Точка доступа №278";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.549260";"55.753999";"{type=Point, coordinates=[37.54926, 55.753999]}";
"279";"46813649";"Точка доступа №279";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.549338";"55.753712";"{type=Point, coordinates=[37.549338, 55.753712]}";
"280";"46813651";"Точка доступа №280";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.548936";"55.753390";"{type=Point, coordinates=[37.548936, 55.75339]}";
"281";"46813652";"Точка доступа №281";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.549865";"55.754031";"{type=Point, coordinates=[37.549865, 55.754031]}";
"282";"46813653";"Точка доступа №282";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.550133";"55.753753";"{type=Point, coordinates=[37.550133, 55.753753]}";
"283";"46813655";"Точка доступа №283";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.550373";"55.753465";"{type=Point, coordinates=[37.550373, 55.753465]}";
"284";"46813656";"Точка доступа №284";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.550591";"55.753236";"{type=Point, coordinates=[37.550591, 55.753236]}";
"285";"46813658";"Точка доступа №285";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.550859";"55.752958";"{type=Point, coordinates=[37.550859, 55.752958]}";
"286";"46813659";"Точка доступа №286";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.550339";"55.752799";"{type=Point, coordinates=[37.550339, 55.752799]}";
"287";"46813661";"Точка доступа №287";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.551082";"55.752728";"{type=Point, coordinates=[37.551082, 55.752728]}";
"288";"46813662";"Точка доступа №288";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.551759";"55.753151";"{type=Point, coordinates=[37.551759, 55.753151]}";
"289";"46813663";"Точка доступа №289";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.551491";"55.753426";"{type=Point, coordinates=[37.551491, 55.753426]}";
"290";"46813665";"Точка доступа №290";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.551212";"55.753701";"{type=Point, coordinates=[37.551212, 55.753701]}";
"291";"46813666";"Точка доступа №291";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.550894";"55.754023";"{type=Point, coordinates=[37.550894, 55.754023]}";
"292";"46813668";"Точка доступа №292";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.550564";"55.754381";"{type=Point, coordinates=[37.550564, 55.754381]}";
"293";"46813669";"Точка доступа №293";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.553123";"55.753885";"{type=Point, coordinates=[37.553123, 55.753885]}";
"294";"46813671";"Точка доступа №294";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.552754";"55.754258";"{type=Point, coordinates=[37.552754, 55.754258]}";
"295";"46813672";"Точка доступа №295";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.552453";"55.754539";"{type=Point, coordinates=[37.552453, 55.754539]}";
"296";"46813673";"Точка доступа №296";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.552118";"55.754861";"{type=Point, coordinates=[37.552118, 55.754861]}";
"297";"46813675";"Точка доступа №297";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.551833";"55.755055";"{type=Point, coordinates=[37.551833, 55.755055]}";
"298";"46813676";"Точка доступа №298";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.555350";"55.753898";"{type=Point, coordinates=[37.55535, 55.753898]}";
"299";"46813678";"Точка доступа №299";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.554969";"55.754260";"{type=Point, coordinates=[37.554969, 55.75426]}";
"300";"46813679";"Точка доступа №300";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.554727";"55.754512";"{type=Point, coordinates=[37.554727, 55.754512]}";
"301";"46813680";"Точка доступа №301";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.554474";"55.754754";"{type=Point, coordinates=[37.554474, 55.754754]}";
"302";"46813682";"Точка доступа №302";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.554288";"55.754933";"{type=Point, coordinates=[37.554288, 55.754933]}";
"303";"46813683";"Точка доступа №303";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.554020";"55.755189";"{type=Point, coordinates=[37.55402, 55.755189]}";
"304";"46813685";"Точка доступа №304";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.552721";"55.755113";"{type=Point, coordinates=[37.552721, 55.755113]}";
"305";"46813686";"Точка доступа №305";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.553235";"55.755296";"{type=Point, coordinates=[37.553235, 55.755296]}";
"306";"46813687";"Точка доступа №306";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.552442";"55.755304";"{type=Point, coordinates=[37.552442, 55.755304]}";
"307";"46813689";"Точка доступа №307";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.553044";"55.755496";"{type=Point, coordinates=[37.553044, 55.755496]}";
"308";"46813690";"Точка доступа №308";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.553413";"55.755716";"{type=Point, coordinates=[37.553413, 55.755716]}";
"309";"46813693";"Точка доступа №309";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.552625";"55.755637";"{type=Point, coordinates=[37.552625, 55.755637]}";
"310";"46813694";"Точка доступа №310";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.552086";"55.755592";"{type=Point, coordinates=[37.552086, 55.755592]}";
"311";"46813696";"Точка доступа №311";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.551371";"55.754926";"{type=Point, coordinates=[37.551371, 55.754926]}";
"312";"46813697";"Точка доступа №312";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.550848";"55.754747";"{type=Point, coordinates=[37.550848, 55.754747]}";
"313";"46813699";"Точка доступа №313";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.550390";"55.754917";"{type=Point, coordinates=[37.55039, 55.754917]}";
"314";"46813700";"Точка доступа №314";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.550891";"55.754959";"{type=Point, coordinates=[37.550891, 55.754959]}";
"315";"46813701";"Точка доступа №315";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.551010";"55.755241";"{type=Point, coordinates=[37.55101, 55.755241]}";
"316";"46813703";"Точка доступа №316";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.551168";"55.755436";"{type=Point, coordinates=[37.551168, 55.755436]}";
"317";"46813704";"Точка доступа №317";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.551043";"55.755578";"{type=Point, coordinates=[37.551043, 55.755578]}";
"318";"46813706";"Точка доступа №318";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.550128";"55.755147";"{type=Point, coordinates=[37.550128, 55.755147]}";
"319";"46813707";"Точка доступа №319";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Красная Пресня»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.553954";"55.755170";"{type=Point, coordinates=[37.553954, 55.75517]}";
"136";"46813709";"Точка доступа №136";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575348";"55.762805";"{type=Point, coordinates=[37.575348, 55.762805]}";
"137";"46813710";"Точка доступа №137";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575552";"55.762832";"{type=Point, coordinates=[37.575552, 55.762832]}";
"138";"46813712";"Точка доступа №138";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575627";"55.762648";"{type=Point, coordinates=[37.575627, 55.762648]}";
"139";"46813713";"Точка доступа №139";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575418";"55.762632";"{type=Point, coordinates=[37.575418, 55.762632]}";
"140";"46813714";"Точка доступа №140";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.574672";"55.763307";"{type=Point, coordinates=[37.574672, 55.763307]}";
"141";"46813716";"Точка доступа №141";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.574983";"55.763337";"{type=Point, coordinates=[37.574983, 55.763337]}";
"142";"46813717";"Точка доступа №142";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575772";"55.762197";"{type=Point, coordinates=[37.575772, 55.762197]}";
"143";"46813719";"Точка доступа №143";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.574329";"55.764810";"{type=Point, coordinates=[37.574329, 55.76481]}";
"144";"46813720";"Точка доступа №144";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576914";"55.761174";"{type=Point, coordinates=[37.576914, 55.761174]}";
"145";"46813721";"Точка доступа №145";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.579468";"55.762681";"{type=Point, coordinates=[37.579468, 55.762681]}";
"146";"46813723";"Точка доступа №146";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575917";"55.763461";"{type=Point, coordinates=[37.575917, 55.763461]}";
"147";"46813725";"Точка доступа №147";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576013";"55.765155";"{type=Point, coordinates=[37.576013, 55.765155]}";
"148";"46813727";"Точка доступа №148";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.578953";"55.761840";"{type=Point, coordinates=[37.578953, 55.76184]}";
"149";"46813728";"Точка доступа №149";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.578218";"55.761099";"{type=Point, coordinates=[37.578218, 55.761099]}";
"150";"46813730";"Точка доступа №150";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.578443";"55.761226";"{type=Point, coordinates=[37.578443, 55.761226]}";
"151";"46813731";"Точка доступа №151";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.57861";"55.761317";"{type=Point, coordinates=[37.57861, 55.761317]}";
"152";"46813732";"Точка доступа №152";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576512";"55.761238";"{type=Point, coordinates=[37.576512, 55.761238]}";
"153";"46813734";"Точка доступа №153";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.584813";"55.764210";"{type=Point, coordinates=[37.584813, 55.76421]}";
"154";"46813735";"Точка доступа №154";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.575992";"55.764931";"{type=Point, coordinates=[37.575992, 55.764931]}";
"155";"46813737";"Точка доступа №155";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.584796";"55.763953";"{type=Point, coordinates=[37.584796, 55.763953]}";
"156";"46813738";"Точка доступа №156";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.583777";"55.764267";"{type=Point, coordinates=[37.583777, 55.764267]}";
"157";"46813739";"Точка доступа №157";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.583525";"55.764071";"{type=Point, coordinates=[37.583525, 55.764071]}";
"158";"46813741";"Точка доступа №158";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.582613";"55.762522";"{type=Point, coordinates=[37.582613, 55.762522]}";
"159";"46813742";"Точка доступа №159";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.582323";"55.762643";"{type=Point, coordinates=[37.582323, 55.762643]}";
"160";"46813744";"Точка доступа №160";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.576217";"55.764780";"{type=Point, coordinates=[37.576217, 55.76478]}";
"161";"46813745";"Точка доступа №161";"Центральный административный округ";"Пресненский район";"Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.582004";"55.762801";"{type=Point, coordinates=[37.582004, 55.762801]}";
"357";"46813753";"Точка доступа №357";"Юго-Восточный административный округ";"район Кузьминки";"Государственное автономное учреждение культуры города Москвы «Государственный историко-архитектурный и природно-ландшафтный музей-заповедник «Кузьминки-Люблино», Парк «Кузьминки»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.766644";"55.695067";"{type=Point, coordinates=[37.766644, 55.695067]}";
"358";"46813754";"Точка доступа №358";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное учреждение культуры города Москвы «Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник», усадьба «Люблино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.742289";"55.686662";"{type=Point, coordinates=[37.742289, 55.686662]}";
"359";"46813756";"Точка доступа №359";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное учреждение культуры города Москвы «Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник», усадьба «Люблино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.742407";"55.687498";"{type=Point, coordinates=[37.742407, 55.687498]}";
"360";"46813757";"Точка доступа №360";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное учреждение культуры города Москвы «Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник», усадьба «Люблино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.741709";"55.687147";"{type=Point, coordinates=[37.741709, 55.687147]}";
"361";"46813758";"Точка доступа №361";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное учреждение культуры города Москвы «Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник», усадьба «Люблино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.740207";"55.687383";"{type=Point, coordinates=[37.740207, 55.687383]}";
"362";"46813760";"Точка доступа №362";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное учреждение культуры города Москвы «Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник», усадьба «Люблино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.739982";"55.687825";"{type=Point, coordinates=[37.739982, 55.687825]}";
"363";"46813761";"Точка доступа №363";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное учреждение культуры города Москвы «Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник», усадьба «Люблино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.740744";"55.688113";"{type=Point, coordinates=[37.740744, 55.688113]}";
"364";"46813763";"Точка доступа №364";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное учреждение культуры города Москвы «Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник», усадьба «Люблино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.741398";"55.688755";"{type=Point, coordinates=[37.741398, 55.688755]}";
"365";"46813764";"Точка доступа №365";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное учреждение культуры города Москвы «Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник», усадьба «Люблино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.742181";"55.68801";"{type=Point, coordinates=[37.742181, 55.68801]}";
"366";"46813765";"Точка доступа №366";"Юго-Восточный административный округ";"район Люблино";"Государственное бюджетное учреждение культуры города Москвы «Московский государственный объединенный художественный историко-архитектурный и природно-ландшафтный музей-заповедник», усадьба «Люблино»";"Moscow_WiFi_Free";"20";"действует";"открытая сеть";"";"37.740379";"55.688791";"{type=Point, coordinates=[37.740379, 55.688791]}";
